'Time and date','FP1-F7','F7-T7','T7-P7','P7-O1','FP1-F3','F3-C3','C3-P3','P3-O1','FP2-F4','F4-C4','C4-P4','P4-O2','FP2-F8','F8-T8','T8-P8','P8-O2','FZ-CZ','CZ-PZ','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8'
'[02:13:34.941 07/11/2076]',-84.396,-50.794,-84.786,-0.391,48.449,-116.435,-106.667,-46.496,-48.059,-64.078,-14.066,44.151,-169.573,-40.244,51.575,75.409,-100.806,-87.131,85.568,-16.410,-147.302,-16.410,51.575
'[02:13:34.945 07/11/2076]',-88.303,-53.138,-85.177,4.689,40.244,-121.514,-100.806,-40.635,-52.357,-51.966,-11.722,42.589,-173.871,-30.085,56.264,72.674,-98.852,-80.098,85.958,-14.847,-149.255,-10.549,56.264
'[02:13:34.949 07/11/2076]',-94.164,-52.747,-85.177,9.768,29.304,-123.468,-93.773,-34.774,-54.701,-45.714,-8.205,23.834,-181.294,-14.066,58.999,50.012,-98.852,-69.939,85.958,-16.801,-147.692,-1.563,58.999
'[02:13:34.953 07/11/2076]',-96.508,-53.529,-82.833,18.364,18.364,-121.123,-87.131,-25.397,-57.827,-37.509,-3.516,43.761,-178.950,-5.079,58.217,68.767,-94.945,-58.217,83.614,-14.457,-144.567,4.298,58.217
'[02:13:34.957 07/11/2076]',-95.336,-54.310,-78.926,27.350,9.377,-117.607,-76.581,-16.410,-59.780,-32.821,16.020,57.436,-168.791,-1.954,58.608,91.819,-90.256,-43.761,79.707,-6.252,-136.752,2.344,58.608
'[02:13:34.961 07/11/2076]',-96.508,-51.966,-74.628,32.430,-0.391,-112.527,-67.985,-9.768,-58.999,-26.960,24.225,31.258,-164.493,7.814,55.482,68.767,-89.475,-29.695,75.409,-0.781,-126.203,5.861,55.482
'[02:13:34.965 07/11/2076]',-101.197,-50.794,-73.065,41.807,-12.112,-111.746,-62.515,1.954,-59.389,-23.834,14.457,18.755,-163.321,20.708,49.621,41.416,-90.256,-22.271,73.846,-0.781,-112.137,15.629,49.621
'[02:13:34.969 07/11/2076]',-101.197,-53.919,-69.548,53.138,-20.708,-111.746,-57.045,16.410,-66.422,-19.145,21.490,47.668,-148.864,15.238,47.277,67.595,-86.740,-12.894,70.330,11.331,-97.289,10.549,47.277
'[02:13:34.973 07/11/2076]',-102.759,-57.436,-60.952,60.952,-31.258,-109.792,-49.231,28.913,-74.628,-15.629,32.039,60.562,-136.361,13.675,46.105,76.581,-85.958,-5.079,61.734,21.880,-78.535,5.470,46.105
'[02:13:34.977 07/11/2076]',-114.872,-52.747,-56.654,67.985,-46.105,-112.137,-45.714,46.886,-80.098,-11.722,8.596,39.463,-140.659,37.118,34.383,22.662,-91.819,-7.033,57.436,8.596,-46.105,22.662,34.383
'[02:13:34.980 07/11/2076]',-115.263,-47.277,-50.794,66.422,-48.840,-107.839,-41.416,50.794,-82.833,-6.252,4.298,39.072,-127.375,43.761,21.099,14.066,-87.912,-3.516,51.575,7.424,-21.880,26.960,21.099
'[02:13:34.984 07/11/2076]',-108.230,-44.933,-40.244,60.952,-52.747,-96.508,-32.039,48.840,-85.568,-0.781,26.178,35.946,-96.899,33.211,8.987,29.695,-81.270,5.470,41.026,24.225,-2.344,12.894,8.987
'[02:13:34.988 07/11/2076]',-100.806,-39.853,-35.556,58.217,-52.747,-84.396,-30.476,49.231,-82.442,0.391,31.258,31.258,-73.065,27.350,-9.768,35.165,-80.488,8.987,36.337,33.993,12.112,10.549,-9.768
'[02:13:34.992 07/11/2076]',-98.852,-32.821,-32.821,58.608,-55.873,-73.065,-31.258,54.701,-78.535,0.000,10.549,44.933,-57.045,29.695,-30.476,35.165,-80.488,8.596,33.602,31.648,30.085,18.755,-30.476
'[02:13:34.996 07/11/2076]',-97.289,-25.788,-26.569,59.389,-60.562,-62.125,-29.695,61.343,-75.409,-1.172,0.000,51.966,-39.853,25.006,-42.979,32.821,-77.363,8.596,27.350,33.993,44.542,19.927,-42.979
'[02:13:35.000 07/11/2076]',-94.554,-18.364,-18.755,55.482,-62.906,-50.794,-24.615,60.952,-71.502,-3.907,7.814,29.304,-25.397,16.410,-49.621,19.536,-71.893,3.516,19.536,35.165,60.952,8.205,-49.621
'[02:13:35.004 07/11/2076]',-90.647,-10.940,-11.331,50.794,-63.297,-38.291,-19.536,58.999,-65.250,-5.861,9.377,26.960,-9.377,4.689,-53.919,22.271,-61.343,-1.563,12.112,29.695,75.018,0.391,-53.919
'[02:13:35.008 07/11/2076]',-81.661,-3.516,-4.298,49.231,-61.734,-22.271,-15.629,58.217,-59.389,-5.861,5.861,48.840,10.940,-12.112,-52.747,41.807,-46.886,-3.907,5.079,30.085,80.879,-10.549,-52.747
'[02:13:35.012 07/11/2076]',-70.330,1.563,3.126,43.761,-56.654,-6.252,-12.503,54.701,-51.184,-4.689,3.516,41.416,26.569,-25.397,-50.012,37.118,-33.602,-6.252,-2.344,26.569,85.177,-19.536,-50.012
'[02:13:35.016 07/11/2076]',-60.562,9.377,9.768,39.853,-52.357,8.596,-10.549,53.529,-40.244,-1.563,-7.814,26.569,37.118,-32.430,-48.840,19.145,-21.880,-6.252,-8.987,16.020,87.912,-18.755,-48.840
'[02:13:35.020 07/11/2076]',-46.105,17.192,16.801,33.993,-46.105,23.053,-5.861,50.794,-32.430,1.563,-10.159,40.635,55.482,-46.496,-44.933,35.556,-7.033,-3.126,-16.020,14.066,84.786,-25.397,-44.933
'[02:13:35.023 07/11/2076]',-30.867,21.099,24.615,26.960,-42.589,39.463,0.391,45.324,-23.443,4.298,-3.907,47.277,73.455,-63.297,-40.635,55.092,7.814,0.391,-23.834,16.801,77.363,-34.774,-40.635
'[02:13:35.027 07/11/2076]',-20.708,29.695,30.476,17.192,-41.026,53.529,6.642,37.900,-8.596,7.814,-11.331,16.801,79.707,-62.125,-38.681,25.006,21.490,1.563,-29.695,6.252,70.720,-28.132,-38.681
'[02:13:35.031 07/11/2076]',-11.722,39.463,32.821,12.503,-39.853,64.860,15.629,33.211,7.033,12.112,-28.523,-0.391,84.005,-53.529,-35.946,-2.735,37.118,2.735,-32.039,-6.252,64.469,-14.847,-35.946
'[02:13:35.035 07/11/2076]',2.344,41.026,40.244,11.331,-41.026,76.581,27.741,32.430,20.708,18.364,-23.834,21.099,99.243,-55.482,-27.741,21.099,54.310,13.284,-39.463,-6.252,55.873,-13.675,-27.741
'[02:13:35.039 07/11/2076]',12.503,39.463,45.714,14.066,-42.198,80.488,37.509,37.509,32.821,23.443,-28.913,43.370,104.322,-49.231,-19.536,35.556,62.906,20.317,-44.933,-13.675,46.496,-1.954,-19.536
'[02:13:35.043 07/11/2076]',20.317,46.496,50.012,5.079,-41.416,88.303,44.542,30.867,50.403,28.132,-39.072,11.722,101.197,-28.132,-13.284,-7.424,64.860,28.913,-49.231,-27.350,38.291,16.020,-13.284
'[02:13:35.047 07/11/2076]',29.695,51.184,53.529,-1.954,-39.463,96.508,51.184,23.834,63.297,34.774,-44.151,-1.563,98.071,-12.112,-2.735,-29.695,66.032,42.979,-52.747,-33.602,23.834,30.476,-2.735
'[02:13:35.051 07/11/2076]',44.933,50.012,55.482,-3.907,-34.774,107.448,56.654,17.973,74.237,36.728,-21.490,-1.954,105.885,-16.410,7.814,-10.159,69.939,57.827,-54.701,-22.662,1.563,25.788,7.814
'[02:13:35.055 07/11/2076]',54.701,54.310,58.217,-7.033,-30.085,115.653,64.469,9.377,87.131,40.244,-8.205,-14.847,107.448,-12.112,17.192,-7.814,74.628,69.548,-57.436,-23.443,-14.847,32.430,17.192
'[02:13:35.059 07/11/2076]',58.608,59.780,54.701,-2.344,-29.304,122.295,68.376,9.768,100.415,44.933,-25.397,5.470,100.024,0.391,21.490,2.735,78.926,74.237,-53.919,-31.648,-27.741,49.621,21.490
'[02:13:35.063 07/11/2076]',60.171,63.687,50.794,1.172,-30.867,125.812,70.720,10.549,112.527,47.277,-37.509,12.503,92.601,12.503,21.490,7.033,80.488,77.753,-50.012,-38.291,-33.993,62.906,21.490
'[02:13:35.066 07/11/2076]',55.482,70.720,49.621,-2.735,-35.165,126.593,75.800,5.470,120.733,47.668,-32.821,-18.755,82.833,26.960,19.145,-12.894,77.753,82.051,-48.840,-47.668,-30.476,72.674,19.145
'[02:13:35.070 07/11/2076]',49.621,76.972,46.105,-8.596,-41.416,128.938,77.363,-0.781,125.812,50.794,-33.993,-29.304,76.581,37.118,15.238,-17.192,74.628,84.396,-45.324,-52.357,-23.834,79.707,15.238
'[02:13:35.074 07/11/2076]',43.761,76.581,42.198,-9.377,-48.059,126.984,75.800,-1.172,125.031,48.059,-33.602,-14.847,76.972,33.993,14.066,-0.781,66.813,85.958,-41.416,-47.668,-20.317,78.535,14.066
'[02:13:35.078 07/11/2076]',32.821,76.190,38.681,-10.159,-56.264,118.779,75.409,0.000,120.342,42.198,-31.258,-25.006,69.939,29.695,16.020,-10.549,55.482,85.568,-37.900,-47.277,-15.238,74.628,16.020
'[02:13:35.082 07/11/2076]',18.364,78.535,32.821,-9.768,-65.250,110.183,72.283,3.126,115.263,35.556,-43.370,-35.946,54.701,26.569,21.880,-32.821,46.105,80.098,-32.039,-50.012,-13.284,70.720,21.880
'[02:13:35.086 07/11/2076]',12.112,76.972,25.397,-6.642,-71.111,103.541,68.767,6.642,107.057,28.132,-42.979,-6.252,50.794,5.470,32.821,-4.298,41.807,71.502,-24.615,-43.761,-18.364,52.357,32.821
'[02:13:35.090 07/11/2076]',5.470,70.330,18.755,-4.689,-76.972,95.726,60.562,10.549,94.945,16.801,-33.211,16.801,44.151,-17.582,42.979,25.397,36.337,59.780,-17.973,-36.337,-21.880,31.258,42.979
'[02:13:35.094 07/11/2076]',-7.424,71.111,9.377,-6.642,-81.661,84.786,50.012,12.112,84.005,4.689,-40.635,-1.954,24.615,-20.317,45.324,-3.907,25.006,44.933,-8.596,-40.244,-14.457,24.615,45.324
'[02:13:35.098 07/11/2076]',-19.145,67.204,1.563,-6.642,-85.568,69.939,41.416,15.238,73.065,-3.126,-53.529,-6.642,11.722,-20.708,41.026,-23.834,14.847,34.383,-0.781,-44.151,-3.126,24.225,41.026
'[02:13:35.102 07/11/2076]',-28.132,51.966,-4.298,1.563,-92.210,50.794,38.291,23.053,50.403,-13.284,-35.165,33.211,15.238,-39.463,35.165,22.662,5.861,32.039,5.079,-26.960,10.549,1.954,35.165
'[02:13:35.105 07/11/2076]',-36.728,45.324,-11.722,5.470,-95.726,37.118,31.258,28.132,34.774,-22.271,-35.556,43.370,12.894,-40.244,26.178,19.927,-8.596,32.039,12.503,-22.271,21.880,-0.391,26.178
'[02:13:35.109 07/11/2076]',-46.105,44.542,-19.927,6.252,-98.071,28.132,23.443,29.695,23.834,-27.741,-47.668,30.085,3.126,-26.569,12.894,-12.112,-22.662,26.960,20.708,-24.225,30.867,8.205,12.894
'[02:13:35.113 07/11/2076]',-46.496,41.026,-29.304,6.642,-94.164,23.443,14.066,26.960,14.847,-30.476,-53.529,30.085,2.344,-25.788,1.954,-18.364,-30.476,23.443,30.085,-18.364,30.085,7.814,1.954
'[02:13:35.117 07/11/2076]',-39.072,39.072,-35.165,3.907,-84.396,22.662,7.814,20.708,7.033,-30.867,-34.383,16.410,12.503,-33.602,-2.735,-17.973,-27.741,17.582,35.946,-6.642,29.304,-5.470,-2.735
'[02:13:35.121 07/11/2076]',-31.258,37.118,-35.556,0.391,-73.846,21.490,5.079,15.629,2.735,-32.821,-19.536,9.768,19.927,-38.291,-7.424,-14.457,-26.960,11.331,36.337,-1.172,28.523,-12.503,-7.424
'[02:13:35.125 07/11/2076]',-23.834,34.383,-39.463,5.861,-62.125,20.317,0.391,17.973,1.954,-34.383,-29.695,44.151,28.132,-42.979,-10.940,7.033,-23.834,5.861,40.244,-2.735,29.695,-12.503,-10.940
'[02:13:35.129 07/11/2076]',-18.755,31.648,-40.635,7.814,-53.138,18.364,-3.907,17.973,0.391,-35.165,-34.383,55.873,33.211,-47.668,-11.331,13.284,-21.490,1.563,41.416,-4.689,30.085,-14.847,-11.331
'[02:13:35.133 07/11/2076]',-16.801,33.993,-40.244,6.252,-46.886,19.927,-5.079,14.847,1.563,-36.337,-29.304,36.728,33.211,-46.886,-10.159,-3.126,-17.973,-2.735,41.026,-8.987,32.039,-15.238,-10.159
'[02:13:35.137 07/11/2076]',-14.066,34.774,-39.463,5.861,-42.979,23.443,-5.079,10.549,1.563,-37.509,-26.960,43.370,35.946,-51.966,-8.987,5.470,-11.331,-6.642,40.244,-9.768,33.211,-17.582,-8.987
'[02:13:35.141 07/11/2076]',-10.159,33.211,-36.337,3.907,-42.979,27.741,-2.735,7.814,-0.391,-38.291,-21.880,58.999,43.370,-63.297,-8.987,24.615,-3.907,-10.159,37.118,-5.079,32.821,-26.178,-8.987
'[02:13:35.145 07/11/2076]',-6.252,39.463,-34.774,-1.563,-43.370,35.165,-1.563,5.079,-1.172,-42.198,-22.271,43.370,45.324,-64.469,-10.159,7.033,1.563,-17.582,35.556,-8.205,33.602,-28.132,-10.159
'[02:13:35.148 07/11/2076]',-4.689,45.714,-34.383,-6.642,-42.589,38.681,-1.954,4.298,-0.391,-46.886,-33.993,37.118,42.589,-59.389,-14.066,-14.066,0.781,-24.615,35.165,-12.894,32.821,-24.615,-14.066
'[02:13:35.152 07/11/2076]',3.126,46.886,-35.165,-3.907,-39.853,43.370,-2.735,9.377,0.391,-51.575,-35.165,73.455,50.794,-63.297,-17.192,16.801,2.735,-28.132,35.946,-10.549,28.913,-25.397,-17.192
'[02:13:35.156 07/11/2076]',10.940,48.059,-34.774,-3.126,-36.337,48.449,-4.689,12.894,-1.172,-50.794,-29.304,93.382,53.529,-57.436,-20.708,36.337,7.814,-33.211,35.556,-12.112,28.523,-23.053,-20.708
'[02:13:35.160 07/11/2076]',12.112,54.701,-32.430,-8.205,-32.821,50.794,-3.516,11.722,0.781,-44.542,-35.165,66.422,43.370,-26.960,-25.397,-2.344,11.331,-36.728,33.211,-22.662,31.258,-2.735,-25.397
'[02:13:35.164 07/11/2076]',14.066,58.608,-28.913,-8.987,-31.258,51.575,0.391,12.503,0.391,-32.039,-37.509,46.496,33.602,6.642,-29.695,-33.993,19.145,-31.258,29.695,-28.132,33.602,17.582,-29.695
'[02:13:35.168 07/11/2076]',25.397,60.171,-22.662,-12.894,-26.178,58.608,7.033,9.377,-0.781,-14.847,-17.973,63.297,41.807,22.662,-27.350,-8.596,34.383,-18.755,23.443,-19.536,25.006,23.053,-27.350
'[02:13:35.172 07/11/2076]',35.556,64.469,-17.192,-20.708,-17.973,67.204,9.768,1.954,3.126,0.391,-1.563,59.389,48.449,38.681,-23.053,-2.735,43.370,-6.252,17.973,-13.675,15.238,28.913,-23.053
'[02:13:35.176 07/11/2076]',41.026,71.502,-20.708,-21.099,-8.987,74.237,3.126,0.781,8.205,12.894,-16.801,61.734,42.589,62.515,-25.397,-13.675,44.542,-3.516,21.490,-23.053,8.205,48.059,-25.397
'[02:13:35.180 07/11/2076]',46.886,75.018,-21.880,-23.443,-2.344,78.535,-0.781,0.391,13.675,24.225,-25.397,62.906,41.416,77.363,-25.006,-18.364,48.449,0.000,22.662,-39.463,11.722,59.389,-25.006
'[02:13:35.184 07/11/2076]',52.357,76.581,-17.973,-30.867,4.298,80.488,0.000,-5.470,14.457,35.165,-6.252,36.337,43.761,82.442,-23.443,-23.443,49.621,5.470,18.755,-50.794,26.178,52.357,-23.443
'[02:13:35.188 07/11/2076]',55.482,78.535,-11.722,-35.946,11.722,78.535,3.126,-8.205,12.503,48.449,7.033,21.099,46.105,94.164,-22.662,-27.350,49.231,15.629,12.503,-67.985,42.589,56.654,-22.662
'[02:13:35.191 07/11/2076]',59.780,77.753,-4.689,-35.946,17.582,78.926,3.126,-4.689,8.596,61.734,3.126,42.589,47.277,106.276,-23.053,-12.503,52.747,26.569,5.470,-78.926,47.668,66.813,-23.053
'[02:13:35.195 07/11/2076]',64.078,79.316,5.079,-38.681,24.615,80.098,6.252,-2.735,5.861,72.674,10.159,44.542,47.277,116.825,-19.927,-9.768,51.184,40.635,-4.298,-83.614,47.668,72.674,-19.927
'[02:13:35.199 07/11/2076]',64.469,84.005,13.675,-35.165,33.993,78.144,9.377,3.516,2.735,81.270,12.894,31.648,41.026,129.719,-16.801,-23.443,46.496,52.357,-12.894,-85.958,48.059,77.753,-16.801
'[02:13:35.203 07/11/2076]',65.250,84.786,21.880,-32.821,41.416,76.581,10.159,9.377,1.563,86.740,12.112,49.621,40.244,132.454,-14.847,-7.424,42.198,58.217,-21.099,-78.144,40.244,80.879,-14.847
'[02:13:35.207 07/11/2076]',68.376,84.396,33.211,-32.821,50.403,75.018,13.284,12.503,3.907,87.521,23.834,64.078,46.886,128.547,-12.894,17.973,36.337,62.515,-32.430,-62.515,34.383,75.409,-12.894
'[02:13:35.211 07/11/2076]',69.158,88.303,42.589,-37.509,61.734,71.502,16.410,10.549,7.033,87.131,28.132,37.509,48.059,128.938,-17.582,1.954,21.880,67.204,-41.807,-53.919,32.039,74.237,-17.582
'[02:13:35.215 07/11/2076]',68.376,87.521,48.449,-41.416,69.939,63.687,16.020,10.940,9.768,83.223,16.020,23.053,44.933,132.063,-25.788,-17.582,6.642,71.502,-47.668,-50.012,26.960,80.098,-25.788
'[02:13:35.219 07/11/2076]',72.283,82.833,53.529,-40.244,75.018,56.654,17.192,17.192,8.205,78.926,15.629,52.747,53.919,125.421,-39.463,16.410,-2.735,75.018,-52.747,-39.853,25.788,76.581,-39.463
'[02:13:35.223 07/11/2076]',74.237,76.972,57.827,-42.589,76.581,45.714,20.708,21.099,5.079,69.548,18.364,63.687,60.171,119.560,-54.310,32.821,-16.801,76.972,-57.045,-37.509,36.337,68.376,-54.310
'[02:13:35.227 07/11/2076]',66.032,75.409,57.045,-47.277,70.720,28.913,21.099,28.523,0.781,61.734,-9.377,40.244,44.933,136.752,-73.065,-15.238,-39.072,72.674,-56.264,-55.092,55.092,83.223,-73.065
'[02:13:35.230 07/11/2076]',64.469,75.018,60.562,-56.264,66.813,21.880,27.741,25.397,2.735,54.701,-11.722,37.118,47.277,143.004,-84.396,-21.490,-47.277,75.800,-59.780,-60.952,64.860,87.912,-84.396
'[02:13:35.234 07/11/2076]',69.939,74.628,66.422,-64.078,64.078,23.443,38.291,18.364,-0.781,50.403,15.629,42.589,62.906,128.156,-87.131,4.298,-48.059,87.131,-65.641,-51.966,71.502,70.720,-87.131
'[02:13:35.238 07/11/2076]',73.065,74.237,67.985,-71.111,62.515,26.569,41.416,12.112,-4.298,42.198,32.821,47.277,74.628,111.746,-87.912,19.927,-55.092,96.117,-67.204,-44.542,68.767,61.734,-87.912
'[02:13:35.242 07/11/2076]',71.111,77.363,67.985,-71.893,55.873,29.695,44.542,12.503,-7.033,37.118,23.443,64.469,75.409,110.183,-91.819,25.006,-60.171,104.713,-67.204,-46.886,68.767,67.985,-91.819
'[02:13:35.246 07/11/2076]',70.720,80.879,67.204,-73.065,48.059,35.946,48.840,10.940,-12.503,35.556,17.192,72.283,76.972,106.276,-95.726,25.397,-58.217,111.355,-66.422,-50.794,71.111,70.720,-95.726
'[02:13:35.250 07/11/2076]',69.158,85.177,67.985,-78.535,40.635,38.291,55.873,6.642,-19.536,33.211,31.648,48.449,77.753,102.759,-96.899,11.331,-57.045,113.700,-67.204,-53.138,78.144,64.469,-96.899
'[02:13:35.254 07/11/2076]',66.422,90.256,69.158,-84.786,34.774,39.853,60.562,4.298,-24.615,32.039,42.198,36.728,76.190,101.978,-98.071,6.252,-55.873,114.872,-68.376,-57.045,80.879,65.641,-98.071
'[02:13:35.258 07/11/2076]',66.032,92.991,66.813,-87.521,28.913,42.198,61.343,4.298,-28.913,32.430,42.979,52.747,78.535,97.289,-98.071,22.662,-50.794,116.044,-66.032,-57.436,74.237,66.422,-98.071
'[02:13:35.262 07/11/2076]',62.125,94.945,61.343,-89.866,20.317,38.681,58.608,8.596,-37.118,29.304,45.714,46.496,71.502,91.038,-94.945,16.801,-50.403,112.918,-60.562,-57.827,65.250,63.687,-94.945
'[02:13:35.266 07/11/2076]',55.482,96.508,52.747,-92.601,11.722,30.085,53.529,14.066,-44.542,24.615,42.589,34.383,56.654,90.256,-90.256,-0.391,-53.919,109.011,-51.966,-61.343,53.529,65.250,-90.256
'[02:13:35.270 07/11/2076]',54.310,94.164,45.324,-95.336,4.298,25.397,48.059,17.582,-55.873,23.443,44.542,53.919,46.496,81.270,-80.488,19.145,-49.621,105.104,-44.542,-57.827,35.946,60.171,-80.488
'[02:13:35.273 07/11/2076]',58.217,89.084,39.072,-97.289,-1.563,23.834,44.933,19.145,-67.985,24.225,60.952,68.767,38.681,71.502,-67.985,43.370,-42.198,102.369,-38.291,-51.184,16.410,49.231,-67.985
'[02:13:35.277 07/11/2076]',57.827,87.131,32.039,-100.415,-6.252,21.490,39.853,19.536,-76.190,25.788,65.250,49.621,20.317,77.753,-54.310,21.099,-38.681,99.634,-31.258,-53.529,-0.391,50.403,-54.310
'[02:13:35.281 07/11/2076]',58.608,86.349,23.834,-96.899,-9.768,19.536,36.728,24.225,-82.051,34.774,64.078,37.900,2.344,91.038,-40.635,2.344,-33.993,103.541,-23.053,-59.389,-15.238,56.264,-40.635
'[02:13:35.285 07/11/2076]',64.860,78.535,19.536,-87.521,-15.629,17.973,39.853,32.039,-91.429,45.714,78.144,66.422,-1.172,87.131,-23.834,37.509,-25.788,114.872,-18.755,-51.575,-33.602,48.840,-23.834
'[02:13:35.289 07/11/2076]',66.422,71.111,13.284,-75.018,-21.880,13.675,42.198,41.416,-99.634,56.264,83.614,91.038,-8.987,90.647,-12.894,63.297,-18.364,123.077,-12.503,-51.575,-45.324,50.403,-12.894
'[02:13:35.293 07/11/2076]',66.032,72.283,7.814,-77.363,-27.350,17.192,41.807,35.946,-101.587,68.376,82.051,56.264,-25.397,108.230,-7.033,29.695,-8.596,125.812,-7.033,-60.171,-51.966,59.780,-7.033
'[02:13:35.297 07/11/2076]',71.111,71.111,3.907,-80.879,-27.741,21.880,41.807,27.741,-102.369,79.707,80.879,40.635,-33.993,114.872,-0.781,19.927,4.298,131.282,-3.126,-64.078,-63.297,62.125,-0.781
'[02:13:35.301 07/11/2076]',82.442,64.078,-1.954,-78.535,-27.350,31.258,40.635,19.145,-105.104,86.740,105.885,38.681,-26.569,101.587,1.954,50.012,20.708,137.924,2.735,-48.449,-80.488,44.542,1.954
'[02:13:35.305 07/11/2076]',91.429,60.562,-2.344,-82.051,-25.788,40.635,41.026,9.768,-103.150,92.210,121.514,27.350,-23.443,96.899,7.424,57.045,34.774,141.050,3.126,-42.589,-89.475,35.556,7.424
'[02:13:35.309 07/11/2076]',96.117,57.436,-8.987,-73.846,-25.788,43.370,36.337,14.457,-98.462,95.336,103.150,48.449,-24.615,100.415,10.159,63.297,39.853,138.315,9.768,-44.933,-96.508,39.853,10.159
'[02:13:35.313 07/11/2076]',97.289,51.966,-15.629,-64.078,-26.960,41.807,33.993,18.755,-96.117,98.071,89.475,58.217,-26.569,99.634,11.722,64.469,42.979,132.063,16.410,-44.933,-96.508,41.026,11.722
'[02:13:35.316 07/11/2076]',96.508,48.840,-16.801,-63.297,-25.397,41.026,33.602,13.675,-93.773,100.415,93.773,30.476,-27.350,98.852,16.020,43.370,48.449,125.031,17.582,-46.105,-89.866,40.244,16.020
'[02:13:35.320 07/11/2076]',97.680,46.105,-20.708,-60.562,-20.317,41.807,30.085,9.377,-89.866,103.541,94.554,21.490,-25.788,96.117,18.755,39.463,49.231,117.607,21.490,-48.449,-80.879,40.635,18.755
'[02:13:35.324 07/11/2076]',97.289,38.681,-25.006,-52.747,-15.238,40.244,23.053,8.596,-87.131,105.495,91.429,34.383,-17.192,84.786,17.582,58.608,50.794,110.574,25.788,-44.542,-72.674,38.291,17.582
'[02:13:35.328 07/11/2076]',94.164,34.774,-28.132,-50.012,-10.549,35.946,17.582,5.079,-81.661,106.667,87.131,16.020,-13.284,80.098,14.847,47.277,50.794,104.713,28.913,-44.151,-58.608,37.509,14.847
'[02:13:35.332 07/11/2076]',89.475,33.993,-31.648,-48.840,-5.470,31.258,13.284,1.954,-71.893,105.495,70.720,-6.642,-13.675,85.568,7.033,18.364,47.277,94.945,32.430,-47.668,-44.933,45.714,7.033
'[02:13:35.336 07/11/2076]',89.866,30.085,-37.118,-44.542,0.391,26.960,5.861,2.735,-63.687,101.978,60.562,9.768,-1.954,75.409,-3.126,37.118,44.151,85.568,37.900,-44.151,-35.556,45.714,-3.126
'[02:13:35.340 07/11/2076]',91.038,23.053,-39.072,-41.026,3.516,22.271,2.735,1.954,-58.217,96.117,56.654,23.834,10.549,59.389,-12.894,61.734,42.198,75.018,39.853,-37.900,-26.178,39.853,-12.894
'[02:13:35.344 07/11/2076]',87.912,21.880,-42.589,-45.324,4.298,18.755,-0.391,-2.344,-51.966,92.210,39.853,-4.689,11.331,57.827,-25.397,30.476,38.681,62.125,43.370,-44.542,-10.549,43.761,-25.397
'[02:13:35.348 07/11/2076]',81.270,16.801,-45.324,-45.324,2.735,12.894,-6.252,-1.954,-46.886,89.084,17.582,-15.629,14.847,50.012,-35.165,12.894,35.946,50.403,46.105,-47.668,3.126,44.542,-35.165
'[02:13:35.352 07/11/2076]',78.535,1.954,-46.496,-36.728,-1.563,3.516,-7.424,1.954,-49.231,84.396,22.662,21.099,32.430,18.755,-38.291,65.641,40.244,42.589,47.277,-34.774,16.020,24.225,-38.291
'[02:13:35.355 07/11/2076]',73.455,-5.079,-47.277,-35.946,-3.126,-1.954,-11.722,1.172,-46.105,78.926,16.801,17.582,38.291,6.642,-42.198,64.469,41.026,33.211,48.059,-28.913,26.960,16.020,-42.198
'[02:13:35.359 07/11/2076]',62.125,-8.987,-49.621,-37.900,-4.689,-6.642,-20.317,-1.954,-38.291,68.376,-7.033,4.689,33.211,6.642,-46.496,32.821,35.946,15.629,50.403,-28.913,31.648,23.443,-46.496
'[02:13:35.363 07/11/2076]',57.436,-16.410,-53.138,-34.383,-3.516,-10.940,-31.258,-1.954,-33.993,53.919,-19.927,5.861,31.648,-4.689,-49.231,27.741,30.085,0.391,53.919,-22.271,25.788,22.271,-49.231
'[02:13:35.367 07/11/2076]',56.264,-25.397,-52.357,-35.946,-1.954,-13.675,-33.993,-7.033,-35.165,44.542,-9.768,-1.563,33.993,-23.834,-46.105,33.211,30.085,-7.814,53.138,-7.814,21.880,4.689,-46.105
'[02:13:35.371 07/11/2076]',53.529,-33.993,-48.059,-38.681,-1.954,-18.364,-35.946,-10.940,-35.946,34.774,-6.642,-1.563,31.648,-37.118,-39.072,35.165,25.397,-16.020,48.840,1.563,16.801,-5.470,-39.072
'[02:13:35.375 07/11/2076]',48.059,-44.933,-48.449,-30.867,-4.689,-28.523,-39.463,-3.516,-36.337,26.178,-25.788,33.211,25.788,-44.151,-34.383,50.403,19.536,-23.443,49.231,5.079,10.549,-4.298,-34.383
'[02:13:35.379 07/11/2076]',42.979,-55.873,-46.886,-25.397,-6.642,-38.291,-41.026,0.391,-32.430,19.927,-40.635,44.933,17.582,-50.403,-25.006,50.403,13.284,-28.523,47.668,7.033,6.642,-5.470,-25.006
'[02:13:35.383 07/11/2076]',35.556,-61.343,-45.324,-23.443,-8.205,-47.277,-39.463,0.391,-24.615,10.940,-44.933,24.615,6.252,-51.184,-12.503,24.615,2.735,-30.476,46.105,8.205,-1.954,-2.735,-12.503
'[02:13:35.387 07/11/2076]',31.648,-66.813,-47.277,-18.364,-10.159,-54.310,-39.072,2.735,-13.675,4.689,-46.886,30.085,1.172,-52.357,0.000,25.397,-3.126,-32.430,48.059,8.987,-12.503,0.781,0.000
