'Time and date','FP1-F7','F7-T7','T7-P7','P7-O1','FP1-F3','F3-C3','C3-P3','P3-O1','FP2-F4','F4-C4','C4-P4','P4-O2','FP2-F8','F8-T8','T8-P8','P8-O2','FZ-CZ','CZ-PZ','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8'
'[15:07:44.418 06/11/2076]',23.834,-8.205,15.238,30.085,-16.410,0.000,24.615,53.138,-55.482,38.291,-12.894,-9.377,211.380,86.349,-104.322,-234.823,-31.258,12.503,-14.457,73.455,334.847,47.277,-104.322
'[15:07:44.422 06/11/2076]',41.026,-15.629,21.490,19.927,-10.549,6.642,25.006,44.933,-54.701,44.542,-1.563,-12.112,219.194,85.568,-101.197,-228.571,-22.271,20.708,-20.708,80.879,327.033,41.416,-101.197
'[15:07:44.426 06/11/2076]',49.231,-10.940,25.006,22.271,-10.159,22.662,27.741,44.933,-51.966,51.575,11.722,-0.781,233.651,75.800,-94.164,-205.128,-12.503,33.211,-24.225,94.945,303.590,32.039,-94.164
'[15:07:44.430 06/11/2076]',59.780,-3.516,28.913,22.271,-6.642,35.165,30.476,49.231,-56.654,62.125,25.397,3.516,229.744,85.958,-87.912,-193.797,1.172,45.324,-28.132,99.634,288.352,26.178,-87.912
'[15:07:44.434 06/11/2076]',94.945,-15.629,32.821,22.271,4.298,44.151,32.821,52.357,-57.045,71.502,36.728,18.364,245.763,84.786,-87.131,-173.089,13.284,58.217,-32.039,101.197,285.617,17.192,-87.131
'[15:07:44.438 06/11/2076]',91.819,3.126,34.774,26.960,6.252,53.138,39.072,57.827,-57.827,83.614,48.059,39.853,256.703,81.661,-76.190,-147.302,28.523,72.674,-33.993,99.634,275.849,10.940,-76.190
'[15:07:44.441 06/11/2076]',93.382,7.033,35.165,28.523,14.066,42.979,42.198,65.250,-65.641,94.164,58.999,34.774,245.372,86.740,-61.343,-147.302,37.900,82.833,-34.383,91.038,258.657,12.112,-61.343
'[15:07:44.445 06/11/2076]',105.495,10.549,35.165,26.569,25.006,40.244,43.370,68.376,-72.283,100.806,69.548,30.085,234.432,92.210,-50.012,-147.692,44.151,92.601,-34.383,92.991,234.432,13.284,-50.012
'[15:07:44.449 06/11/2076]',112.918,10.159,34.774,24.615,23.443,45.714,45.324,67.985,-75.409,105.885,78.535,51.575,242.637,82.833,-45.714,-117.607,51.575,104.322,-33.993,86.740,235.995,3.907,-45.714
'[15:07:44.453 06/11/2076]',120.342,13.284,33.602,28.132,11.331,57.436,50.794,76.190,-78.144,113.309,87.521,68.767,246.154,76.190,-39.072,-91.429,60.952,116.044,-32.821,94.164,201.612,3.907,-39.072
'[15:07:44.457 06/11/2076]',108.230,25.006,38.291,26.960,6.252,62.515,47.277,82.051,-84.786,119.560,96.117,61.343,227.790,92.991,-33.993,-93.773,67.595,118.779,-37.509,89.866,193.797,0.391,-33.993
'[15:07:44.461 06/11/2076]',116.044,27.741,35.556,21.490,-6.252,82.442,43.761,80.879,-89.084,130.891,107.057,61.734,217.241,105.104,-21.880,-89.084,79.316,127.375,-34.774,75.409,185.201,-2.344,-21.880
'[15:07:44.465 06/11/2076]',125.031,26.178,38.681,23.443,-23.053,108.230,52.747,75.409,-91.819,146.129,115.263,70.330,225.836,96.899,-13.284,-68.767,95.726,139.878,-37.900,78.926,160.977,3.516,-13.284
'[15:07:44.469 06/11/2076]',119.170,50.012,37.900,23.053,14.457,97.680,47.668,70.330,-96.508,160.977,122.686,72.283,220.366,107.448,-10.159,-58.217,111.746,140.269,-37.118,85.958,142.613,6.252,-10.159
'[15:07:44.473 06/11/2076]',131.282,45.324,33.993,22.662,25.397,92.991,40.244,74.237,-99.243,171.136,121.123,74.628,217.631,115.263,-2.735,-61.734,120.733,138.706,-33.211,42.198,173.480,13.284,-2.735
'[15:07:44.477 06/11/2076]',138.315,42.589,28.913,26.960,5.470,101.197,44.933,85.958,-104.322,182.857,116.825,78.144,212.943,133.626,-5.861,-67.204,130.891,141.050,-28.132,27.350,186.764,21.099,-5.861
'[15:07:44.480 06/11/2076]',128.547,65.641,25.006,30.085,21.099,84.786,58.999,85.177,-100.806,196.923,120.733,76.190,217.241,134.799,-1.563,-56.654,144.567,146.129,-24.225,21.490,177.387,21.490,-1.563
'[15:07:44.484 06/11/2076]',123.468,62.125,32.039,27.741,9.377,83.614,71.502,81.270,-96.117,210.989,128.938,63.297,214.115,139.878,14.457,-61.343,150.427,151.990,-31.258,24.615,157.070,28.132,14.457
'[15:07:44.488 06/11/2076]',131.673,59.389,42.198,25.006,-1.563,119.951,65.641,75.018,-93.382,220.366,134.799,67.985,218.022,135.971,20.317,-45.324,158.632,157.070,-41.416,45.324,134.799,26.960,20.317
'[15:07:44.492 06/11/2076]',134.799,67.985,47.277,25.006,-12.894,127.375,85.177,76.581,-88.303,230.916,141.441,67.595,221.538,139.487,25.397,-35.165,166.838,166.447,-46.496,74.237,92.210,29.695,25.397
'[15:07:44.496 06/11/2076]',136.361,57.045,46.886,29.304,3.126,91.429,91.429,84.005,-86.349,233.651,141.441,64.469,210.598,148.083,28.132,-33.993,165.665,164.103,-46.105,87.131,67.985,32.039,28.132
'[15:07:44.500 06/11/2076]',114.481,64.078,50.794,28.132,11.722,80.488,84.005,82.051,-83.614,233.260,135.580,74.237,210.598,148.864,20.708,-21.490,165.275,157.851,-50.012,55.482,115.653,23.443,20.708
'[15:07:44.504 06/11/2076]',149.255,64.078,35.946,30.867,3.907,74.237,109.792,93.382,-77.363,236.777,130.891,89.866,211.770,150.427,19.536,-1.563,170.354,159.023,-35.165,56.264,80.488,26.569,19.536
'[15:07:44.508 06/11/2076]',164.884,24.615,42.198,32.821,-20.708,68.767,119.560,98.462,-77.753,235.604,129.719,75.018,198.877,150.037,26.178,-12.503,169.182,151.600,-41.416,60.562,73.065,25.006,26.178
'[15:07:44.512 06/11/2076]',155.116,-22.271,85.177,35.946,-24.615,95.336,87.131,96.117,-79.316,232.869,123.077,69.548,185.201,141.441,32.430,-13.675,168.791,138.706,-84.396,100.024,69.158,16.410,32.430
'[15:07:44.516 06/11/2076]',155.897,16.020,70.330,28.913,-40.244,150.427,76.190,86.349,-73.455,238.339,122.686,82.833,187.937,140.659,38.681,2.344,178.559,137.924,-69.548,84.396,41.807,23.443,38.681
'[15:07:44.520 06/11/2076]',176.606,-47.277,87.131,33.993,-66.032,153.162,79.707,84.005,-69.939,239.902,123.077,90.256,184.811,132.063,47.668,17.192,180.513,135.971,-86.349,149.255,-19.145,22.271,47.668
'[15:07:44.523 06/11/2076]',81.661,45.324,62.125,30.085,36.728,86.349,25.788,70.330,-66.813,235.214,120.342,75.800,164.884,132.454,51.966,13.675,173.089,112.137,-61.343,41.416,40.635,26.178,51.966
'[15:07:44.527 06/11/2076]',65.641,114.481,20.317,24.225,48.449,99.243,12.894,64.860,-63.297,237.558,122.295,71.893,146.520,145.348,58.999,16.020,177.387,108.230,-19.536,-43.370,56.654,31.258,58.999
'[15:07:44.531 06/11/2076]',84.005,93.773,12.112,31.648,26.178,98.071,33.211,64.078,-62.906,242.247,125.031,72.283,139.096,141.832,64.860,28.523,181.294,110.574,-11.331,-30.085,17.582,35.165,64.860
'[15:07:44.535 06/11/2076]',82.833,76.581,11.331,32.430,24.225,85.958,35.165,57.436,-61.734,239.512,121.123,62.515,126.984,128.547,69.939,34.383,182.857,100.415,-10.549,-26.960,6.642,27.350,69.939
'[15:07:44.539 06/11/2076]',66.032,69.158,32.039,35.165,6.642,98.852,28.913,68.376,-61.343,235.214,106.276,61.734,101.197,134.017,75.409,29.304,186.374,86.740,-31.258,-27.741,12.503,23.053,75.409
'[15:07:44.543 06/11/2076]',69.158,28.913,66.032,33.211,3.516,97.680,35.946,60.562,-55.482,232.088,101.587,59.780,95.336,118.779,91.038,31.258,191.062,78.535,-65.250,12.112,-4.689,16.020,91.038
'[15:07:44.547 06/11/2076]',75.018,-22.662,90.647,30.476,26.960,55.482,44.151,46.105,-48.840,224.274,102.759,47.277,84.786,96.899,103.932,37.900,187.546,69.939,-89.866,74.237,-53.138,-1.172,103.932
'[15:07:44.551 06/11/2076]',93.382,-31.648,76.581,35.165,6.642,64.860,57.436,43.761,-45.714,217.241,102.759,53.919,73.846,103.150,98.071,51.184,184.420,66.813,-75.800,69.548,-68.376,3.126,98.071
'[15:07:44.555 06/11/2076]',128.938,-5.079,36.728,30.867,-6.252,85.958,75.018,36.337,-37.900,218.413,107.448,63.297,69.548,111.746,105.885,62.515,189.109,70.330,-35.946,32.430,-93.773,11.331,105.885
'[15:07:44.559 06/11/2076]',202.784,-46.886,-17.973,34.383,-87.521,103.932,112.137,41.416,-44.542,212.552,106.276,69.158,33.993,124.249,100.415,84.396,187.155,77.363,18.755,50.012,-191.062,11.722,100.415
'[15:07:44.563 06/11/2076]',169.573,-60.952,8.596,36.337,-41.416,56.264,102.759,35.556,-37.509,205.910,91.429,55.482,9.768,139.878,75.409,88.303,184.420,66.422,-7.814,79.316,-205.910,31.258,75.409
'[15:07:44.566 06/11/2076]',100.415,-3.516,12.503,22.271,-23.834,94.554,52.357,8.596,-24.615,208.645,82.833,51.966,-25.006,136.752,98.852,107.057,189.109,57.045,-11.722,16.410,-197.705,33.993,98.852
'[15:07:44.570 06/11/2076]',143.004,-95.726,26.569,15.238,-37.509,72.674,60.171,-6.642,-15.629,200.049,70.720,46.496,-48.840,105.495,110.965,132.845,184.029,54.701,-25.788,111.746,-307.106,18.364,110.965
'[15:07:44.574 06/11/2076]',105.885,-144.957,102.369,20.317,-36.728,74.628,60.562,-14.066,-5.861,197.705,65.250,14.457,-69.939,86.349,135.189,118.779,180.122,48.840,-101.587,177.778,-341.099,33.602,135.189
'[15:07:44.578 06/11/2076]',160.195,-4.689,-101.197,4.689,-88.303,105.495,64.469,-23.443,-10.159,177.387,58.608,8.596,-105.495,50.012,159.805,129.328,174.261,51.184,101.978,-98.852,-335.629,31.648,159.805
'[15:07:44.582 06/11/2076]',128.938,-30.476,-34.383,-0.391,-31.648,87.521,49.231,-42.589,-10.159,159.414,66.813,17.973,-104.322,-3.126,174.261,168.791,174.261,51.184,35.165,-15.238,-395.018,17.582,174.261
'[15:07:44.586 06/11/2076]',85.177,71.111,-85.568,2.735,30.476,44.542,46.886,-48.059,-27.741,141.441,75.800,35.165,-117.998,-30.867,155.116,219.194,168.400,48.840,86.349,-148.083,-342.662,10.549,155.116
'[15:07:44.590 06/11/2076]',53.529,84.396,-57.045,-8.987,56.654,54.701,8.987,-48.449,-48.449,120.733,85.177,49.231,-152.381,-59.389,168.010,251.233,162.930,37.900,57.827,-158.242,-340.317,-35.556,168.010
'[15:07:44.594 06/11/2076]',-18.755,78.535,19.927,-5.861,54.701,73.065,-16.020,-37.118,-58.217,111.746,85.958,69.939,-174.652,-85.568,187.937,282.882,163.712,33.993,-19.145,-98.462,-355.165,-69.548,187.937
'[15:07:44.598 06/11/2076]',39.072,44.151,30.867,-3.907,76.972,41.416,18.364,-26.569,-66.032,124.640,91.819,82.833,-180.122,-88.694,193.016,309.841,168.010,39.463,-30.085,-62.906,-406.349,-93.382,193.016
'[15:07:44.602 06/11/2076]',53.529,-10.940,37.900,5.861,19.536,51.184,26.960,-11.722,-59.389,107.839,75.800,100.806,-201.221,-100.806,188.718,339.145,160.586,36.728,-37.118,-60.952,-438.388,-89.084,188.718
'[15:07:44.605 06/11/2076]',33.602,71.502,6.252,-10.940,72.283,47.277,0.781,-20.317,-39.853,104.713,67.204,100.024,-196.923,-114.090,191.062,352.821,164.884,28.132,-5.470,-166.056,-430.965,-76.581,191.062
'[15:07:44.609 06/11/2076]',54.310,91.038,13.675,-30.085,117.998,37.900,8.987,-36.337,-18.364,109.011,71.502,90.647,-192.625,-108.620,183.639,371.966,166.056,29.695,-12.894,-187.546,-452.063,-74.628,183.639
'[15:07:44.613 06/11/2076]',70.720,104.713,18.755,-37.118,74.237,92.210,28.132,-37.509,-7.814,103.932,80.879,96.899,-208.254,-103.541,175.433,411.819,160.586,30.085,-17.973,-198.486,-496.606,-74.237,175.433
'[15:07:44.617 06/11/2076]',32.821,138.315,37.900,-40.244,133.626,56.654,18.364,-38.681,-0.781,92.991,82.051,109.792,-244.982,-95.336,178.559,447.766,147.302,17.582,-37.118,-205.128,-510.281,-91.038,178.559
'[15:07:44.621 06/11/2076]',40.635,146.129,46.496,-43.761,148.474,64.860,17.973,-41.026,10.159,84.786,79.707,119.951,-253.187,-116.825,191.062,476.679,136.752,8.205,-45.714,-198.877,-547.399,-107.448,191.062
'[15:07:44.625 06/11/2076]',50.012,124.640,50.012,-40.635,112.137,81.270,27.741,-36.728,13.284,70.330,67.985,111.746,-273.504,-126.984,174.261,491.917,121.123,-6.642,-49.231,-182.857,-579.048,-110.574,174.261
'[15:07:44.629 06/11/2076]',46.105,68.767,72.283,-35.946,175.043,6.642,9.768,-40.635,31.258,34.774,39.853,85.568,-300.464,-139.487,150.427,483.321,93.382,-38.291,-71.502,-148.474,-579.829,-108.230,150.427
'[15:07:44.633 06/11/2076]',64.469,106.276,14.457,-46.105,168.791,21.880,-3.126,-48.449,45.714,17.582,12.112,78.535,-266.862,-224.274,154.335,493.089,80.098,-60.562,-13.675,-211.380,-576.313,-131.673,154.335
'[15:07:44.637 06/11/2076]',75.018,80.879,23.443,-58.608,177.778,15.629,-7.033,-65.250,71.502,7.814,-16.410,63.297,-270.379,-250.061,149.255,498.950,63.687,-81.270,-22.662,-203.175,-590.379,-124.249,149.255
'[15:07:44.641 06/11/2076]',47.668,53.919,50.794,-55.482,191.062,-7.424,-21.099,-64.469,94.164,-22.271,-42.589,42.589,-316.874,-210.989,119.170,480.977,39.463,-110.183,-50.012,-159.414,-589.206,-107.448,119.170
'[15:07:44.645 06/11/2076]',77.753,28.523,8.205,-60.952,177.387,-13.675,-41.026,-67.204,90.647,-41.807,-67.595,40.635,-369.621,-202.002,117.607,475.897,14.457,-133.236,-7.424,-192.234,-592.332,-115.263,117.607
'[15:07:44.648 06/11/2076]',37.900,68.376,-11.331,-74.237,201.221,-16.410,-66.032,-96.899,101.587,-62.125,-92.210,37.900,-349.304,-247.717,96.508,486.056,-7.424,-147.302,12.112,-193.016,-595.067,-115.653,96.508
'[15:07:44.652 06/11/2076]',57.436,9.768,-9.768,-77.753,178.950,-39.853,-52.357,-105.885,107.839,-103.541,-104.322,42.979,-336.410,-211.770,2.735,488.791,-37.509,-161.368,10.549,-129.719,-580.220,-89.084,2.735
'[15:07:44.656 06/11/2076]',67.985,3.516,-67.204,-81.270,173.871,-50.403,-93.773,-106.276,89.084,-128.547,-132.063,37.509,-389.939,-246.935,35.165,468.083,-67.985,-188.718,67.985,-177.778,-565.372,-128.938,35.165
'[15:07:44.660 06/11/2076]',35.946,22.662,-84.786,-92.601,191.062,-88.694,-102.759,-117.216,107.057,-146.129,-167.619,16.410,-370.012,-295.775,36.728,439.951,-91.429,-203.175,85.568,-188.327,-573.578,-102.369,36.728
'[15:07:44.664 06/11/2076]',39.463,-35.946,-71.893,-101.197,169.573,-116.825,-91.038,-131.282,114.090,-163.712,-189.109,1.954,-341.099,-300.855,-16.410,421.587,-112.137,-212.161,72.674,-146.520,-538.803,-89.084,-16.410
'[15:07:44.668 06/11/2076]',-21.490,-5.079,-100.415,-98.462,178.559,-151.600,-122.295,-132.063,112.137,-179.341,-202.393,-17.582,-408.694,-263.736,-8.205,393.455,-132.454,-231.306,101.197,-186.764,-534.115,-65.250,-8.205
'[15:07:44.672 06/11/2076]',-23.053,3.516,-109.011,-123.468,187.155,-163.321,-122.295,-153.553,106.276,-172.308,-206.691,-37.118,-426.276,-226.227,-24.615,367.277,-144.176,-231.697,109.792,-186.374,-551.697,-23.053,-24.615
'[15:07:44.676 06/11/2076]',-17.973,-19.145,-114.872,-128.547,163.712,-164.884,-119.560,-161.368,100.024,-212.943,-194.969,-36.728,-330.940,-269.206,-118.779,374.310,-166.056,-228.962,115.653,-151.990,-503.639,-15.629,-118.779
'[15:07:44.680 06/11/2076]',-31.258,-30.867,-133.236,-119.170,147.302,-184.029,-128.547,-150.818,63.297,-227.399,-179.731,-40.244,-401.661,-194.969,-130.110,343.443,-185.983,-230.916,134.017,-146.520,-498.950,10.159,-130.110
'[15:07:44.684 06/11/2076]',-22.271,-39.463,-134.408,-123.468,135.580,-180.122,-121.514,-155.116,102.369,-217.631,-211.770,-53.529,-416.508,-194.188,-87.131,317.265,-198.095,-228.181,135.189,-138.315,-548.571,56.264,-87.131
'[15:07:44.688 06/11/2076]',-25.788,-59.780,-137.534,-119.170,112.527,-188.718,-113.309,-153.553,109.792,-228.181,-232.869,-55.482,-366.886,-293.431,-60.952,314.530,-213.333,-222.320,138.315,-113.700,-505.983,-7.424,-60.952
'[15:07:44.691 06/11/2076]',-45.324,-53.138,-138.706,-118.779,97.680,-193.797,-109.011,-151.990,92.210,-228.962,-223.492,-77.363,-381.734,-248.889,-71.502,264.127,-221.929,-215.678,139.487,-118.779,-459.096,11.331,-71.502
'[15:07:44.695 06/11/2076]',-56.264,-43.370,-139.096,-114.481,90.647,-192.234,-105.885,-147.302,98.462,-223.101,-228.962,-96.508,-404.786,-254.750,-23.834,232.479,-228.181,-210.598,139.878,-125.031,-471.600,21.490,-23.834
'[15:07:44.699 06/11/2076]',-54.701,-62.125,-143.394,-107.839,74.237,-193.797,-102.369,-147.692,79.316,-251.233,-211.380,-82.833,-348.913,-259.438,-94.554,237.167,-236.386,-196.532,144.176,-102.759,-395.409,24.615,-94.554
'[15:07:44.703 06/11/2076]',-65.250,-69.939,-139.487,-97.289,58.999,-194.188,-94.554,-144.957,78.144,-246.154,-213.724,-84.786,-332.503,-243.419,-103.150,212.552,-241.856,-188.327,140.269,-89.866,-395.018,82.833,-103.150
'[15:07:44.707 06/11/2076]',-75.018,-72.674,-141.050,-91.038,42.589,-193.016,-95.726,-135.971,63.297,-252.015,-202.784,-95.726,-350.867,-193.797,-121.123,178.950,-246.935,-184.420,141.832,-84.786,-394.628,130.501,-121.123
'[15:07:44.711 06/11/2076]',-88.694,-75.018,-135.580,-82.442,24.615,-181.685,-97.289,-128.547,75.409,-261.392,-220.757,-105.104,-347.350,-255.922,-66.422,157.460,-252.015,-178.168,136.361,-81.661,-359.072,80.488,-66.422
'[15:07:44.715 06/11/2076]',-90.647,-76.972,-125.031,-80.098,14.847,-167.619,-85.958,-135.580,66.422,-251.233,-215.287,-105.885,-323.516,-271.160,-56.654,145.348,-246.935,-163.712,125.812,-61.343,-328.596,63.297,-56.654
'[15:07:44.719 06/11/2076]',-94.945,-86.349,-121.123,-67.595,3.516,-163.712,-80.879,-129.719,43.761,-256.703,-199.267,-94.554,-315.311,-250.842,-82.442,140.659,-244.591,-153.553,121.905,-49.231,-293.822,74.628,-82.442
'[15:07:44.723 06/11/2076]',-107.839,-91.038,-111.746,-58.217,-6.252,-161.368,-84.786,-117.216,44.542,-278.193,-204.347,-88.303,-312.186,-245.372,-90.256,121.514,-244.591,-151.209,112.527,-53.919,-224.274,64.078,-90.256
'[15:07:44.727 06/11/2076]',-117.998,-93.773,-97.680,-46.105,-14.457,-161.758,-80.488,-99.243,38.291,-281.709,-207.473,-78.144,-284.444,-224.274,-117.216,96.117,-243.810,-144.176,98.462,-61.734,-181.294,115.263,-117.216
'[15:07:44.730 06/11/2076]',-125.421,-99.243,-90.647,-37.509,-16.801,-164.103,-72.283,-100.806,36.337,-294.603,-199.267,-77.753,-265.299,-181.294,-169.573,80.879,-239.121,-141.050,91.429,-51.184,-147.302,166.447,-169.573
'[15:07:44.734 06/11/2076]',-139.487,-97.680,-77.363,-32.430,-23.443,-160.977,-71.111,-91.429,20.708,-309.451,-189.890,-78.926,-265.690,-237.558,-119.560,65.250,-238.730,-140.659,78.144,-45.324,-89.475,89.866,-119.560
'[15:07:44.738 06/11/2076]',-123.858,-104.713,-60.171,-36.337,-20.708,-141.832,-71.111,-91.819,11.331,-289.133,-183.639,-76.190,-243.028,-262.173,-79.707,48.059,-232.479,-137.143,60.952,-28.523,-84.786,79.707,-79.707
'[15:07:44.742 06/11/2076]',-126.984,-102.369,-53.919,-28.913,-26.569,-134.017,-64.860,-86.740,-7.424,-278.584,-175.824,-73.065,-185.983,-278.584,-104.322,33.993,-227.009,-134.408,54.701,-21.099,-37.900,88.694,-104.322
'[15:07:44.746 06/11/2076]',-144.176,-93.382,-50.403,-19.145,-34.383,-132.845,-67.985,-72.674,-15.238,-281.709,-178.168,-67.595,-205.910,-234.823,-120.342,17.973,-227.790,-133.626,51.184,-12.503,-12.894,99.243,-120.342
'[15:07:44.750 06/11/2076]',-133.626,-88.303,-32.430,-17.582,-35.556,-110.574,-60.952,-64.469,-14.847,-271.551,-179.341,-49.231,-114.090,-268.816,-135.971,3.516,-219.585,-128.938,33.211,-8.987,24.225,125.421,-135.971
'[15:07:44.754 06/11/2076]',-128.156,-99.634,-29.304,-2.735,-58.608,-93.382,-57.045,-51.184,-19.927,-278.974,-182.857,-26.960,-111.746,-240.293,-168.010,10.549,-214.115,-123.858,30.085,-3.907,41.416,158.632,-168.010
'[15:07:44.758 06/11/2076]',-168.791,-84.786,-29.304,5.861,-68.767,-106.667,-59.389,-41.026,-12.503,-306.325,-185.983,-33.211,-193.016,-173.871,-158.632,-12.894,-219.976,-123.858,30.085,-4.689,74.237,138.706,-158.632
'[15:07:44.762 06/11/2076]',-161.368,-91.429,-21.880,8.205,-75.018,-98.462,-57.045,-34.383,-35.556,-287.570,-179.731,-38.681,-139.487,-274.286,-82.442,-45.714,-213.333,-117.607,22.662,-1.172,101.978,69.158,-82.442
'[15:07:44.766 06/11/2076]',-90.256,-150.818,-21.490,16.020,-113.309,-57.045,-47.277,-28.523,-59.389,-273.504,-170.354,-18.364,-115.653,-250.842,-110.183,-44.542,-198.095,-105.495,22.271,16.801,111.746,96.899,-110.183
'[15:07:44.770 06/11/2076]',-127.766,-110.965,-20.708,16.410,-118.388,-50.012,-38.681,-34.774,-57.045,-263.346,-166.056,-16.801,-109.402,-186.764,-155.116,-52.747,-188.718,-96.508,21.490,23.053,132.845,144.957,-155.116
'[15:07:44.773 06/11/2076]',-80.879,-125.031,-12.112,10.940,-116.044,-26.960,-30.867,-31.648,-64.469,-250.452,-155.116,-24.225,-95.726,-91.038,-230.525,-76.190,-175.043,-91.819,12.894,35.556,168.010,195.360,-230.525
'[15:07:44.777 06/11/2076]',-49.231,-148.083,-11.331,22.662,-145.739,16.410,-41.026,-15.629,-87.131,-266.471,-130.110,-11.722,-18.755,-167.619,-226.618,-82.051,-163.712,-84.786,12.112,41.026,192.625,178.559,-226.618
'[15:07:44.781 06/11/2076]',-160.977,-76.190,-20.317,30.867,-126.593,-39.853,-39.853,-19.145,-94.164,-253.187,-128.156,-16.410,-132.063,-99.634,-172.698,-87.521,-165.275,-77.753,21.099,32.821,212.552,129.719,-172.698
'[15:07:44.785 06/11/2076]',-201.612,-52.357,-18.364,44.933,-84.396,-84.786,-41.807,-14.847,-89.084,-236.386,-131.673,-16.801,-75.800,-168.400,-129.328,-99.634,-163.321,-76.972,19.145,32.821,231.697,98.462,-129.328
'[15:07:44.789 06/11/2076]',-214.505,-52.357,-6.642,48.059,-85.177,-80.098,-52.747,-6.252,-127.766,-211.770,-103.932,-12.894,-38.291,-217.631,-50.794,-149.255,-150.818,-70.720,7.424,22.662,281.319,48.449,-50.794
'[15:07:44.793 06/11/2076]',-210.989,-60.952,-8.205,50.403,-93.773,-79.316,-44.151,-11.722,-144.957,-177.778,-106.276,-8.987,-36.337,-179.731,-71.111,-149.646,-141.832,-63.297,8.987,26.960,286.007,78.144,-71.111
'[15:07:44.797 06/11/2076]',-158.632,-90.256,-6.252,42.979,-108.620,-40.635,-31.648,-29.695,-116.825,-193.407,-89.084,-21.880,-48.449,-51.575,-160.195,-160.977,-132.063,-52.747,7.033,49.231,268.034,175.824,-160.195
'[15:07:44.801 06/11/2076]',-120.733,-116.825,6.642,38.291,-109.011,-11.722,-35.556,-34.774,-138.706,-165.665,-69.548,-18.755,-1.954,-44.933,-186.764,-158.242,-123.077,-44.542,-5.861,68.767,280.928,184.811,-186.764
'[15:07:44.805 06/11/2076]',-121.514,-114.872,-16.410,49.621,-113.309,-20.708,-37.118,-30.476,-115.263,-194.579,-82.442,-7.814,-49.231,-81.270,-135.189,-135.189,-132.063,-42.198,17.192,56.264,203.175,202.393,-135.189
'[15:07:44.809 06/11/2076]',-162.149,-67.985,-13.675,46.496,-99.243,-29.304,-33.211,-34.383,-113.309,-160.195,-90.256,-25.397,-79.316,-72.283,-90.647,-146.520,-127.766,-36.728,14.457,55.482,174.652,198.486,-90.647
'[15:07:44.813 06/11/2076]',-197.705,-36.728,-8.596,47.277,-76.190,-57.045,-35.165,-25.788,-149.646,-143.004,-66.422,-18.364,-23.834,-98.071,-112.918,-142.613,-121.905,-31.648,9.377,52.747,235.995,152.381,-112.918
'[15:07:44.816 06/11/2076]',-195.360,-41.026,-14.066,54.310,-92.991,-58.217,-26.960,-16.801,-158.242,-163.712,-53.919,1.172,-75.800,-25.006,-151.990,-120.733,-119.560,-25.788,14.847,55.482,228.181,185.983,-151.990
'[15:07:44.820 06/11/2076]',-184.811,-50.012,-15.238,61.734,-107.839,-47.668,-19.145,-12.112,-172.308,-144.567,-41.026,16.801,-65.250,-75.800,-97.680,-101.978,-109.011,-16.020,16.020,73.846,217.631,122.686,-97.680
'[15:07:44.824 06/11/2076]',-169.963,-56.264,-15.629,64.078,-112.918,-42.979,-17.973,-2.735,-202.784,-130.501,-17.973,14.066,1.954,-84.396,-131.673,-122.686,-105.885,-10.940,16.410,74.628,236.777,144.176,-131.673
'[15:07:44.828 06/11/2076]',-152.381,-59.389,-16.410,65.250,-112.527,-36.728,-14.847,1.563,-181.685,-98.071,-35.165,3.516,-40.635,-12.112,-117.216,-141.441,-100.024,-8.596,17.192,65.641,164.493,230.916,-117.216
'[15:07:44.832 06/11/2076]',-149.255,-55.092,-22.662,68.767,-115.653,-36.337,-11.331,6.252,-218.022,-73.846,-23.834,23.834,-21.880,-121.514,-19.145,-128.938,-93.773,-1.954,23.443,73.455,200.440,85.177,-19.145
'[15:07:44.836 06/11/2076]',-135.971,-35.946,-13.675,44.933,-95.336,-26.960,-4.298,-13.675,-224.664,-66.032,9.768,23.834,59.389,-100.806,-79.316,-135.189,-82.833,4.298,14.457,77.363,234.042,112.137,-79.316
'[15:07:44.840 06/11/2076]',-140.269,-36.728,-20.317,50.403,-103.932,-35.165,-14.847,7.033,-216.850,-86.740,-5.079,41.026,-54.310,113.309,-230.525,-96.117,-87.912,-9.377,21.099,70.330,218.803,228.571,-230.525
'[15:07:44.844 06/11/2076]',-143.785,-38.291,-26.178,61.734,-119.951,-42.198,-17.192,33.602,-268.034,-66.422,18.364,58.999,-98.852,34.383,-87.521,-103.541,-81.661,-10.940,26.960,63.687,239.902,76.190,-87.521
'[15:07:44.848 06/11/2076]',-128.547,-40.244,-24.615,63.297,-101.978,-42.589,-10.159,25.397,-174.261,-62.515,-27.741,36.728,-94.164,43.761,-34.383,-143.004,-77.753,-12.503,25.397,66.032,94.164,224.274,-34.383
'[15:07:44.852 06/11/2076]',-125.421,-43.761,-24.225,71.893,-107.448,-54.310,-2.344,42.979,-192.625,-29.304,-37.900,53.529,-124.640,133.626,-101.978,-114.090,-72.674,-13.675,25.006,69.158,85.958,268.425,-101.978
'[15:07:44.855 06/11/2076]',-114.481,-33.993,-16.410,60.562,-102.759,-53.919,5.079,47.277,-212.552,-1.563,-26.178,50.403,-101.197,85.568,-46.496,-126.593,-59.389,-4.689,17.192,57.045,106.667,205.519,-46.496
