'Time and date','FP1-F7','F7-T7','T7-P7','P7-O1','FP1-F3','F3-C3','C3-P3','P3-O1','FP2-F4','F4-C4','C4-P4','P4-O2','FP2-F8','F8-T8','T8-P8','P8-O2','FZ-CZ','CZ-PZ','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8'
'[03:01:42.695 07/11/2076]',-71.502,16.020,-44.542,40.635,-13.284,-12.112,64.469,-98.071,-41.416,-60.171,75.018,-70.330,-148.864,-35.165,97.289,-10.159,-47.277,-10.940,45.324,37.900,-42.589,-39.072,97.289
'[03:01:42.699 07/11/2076]',-73.455,16.410,-49.231,49.231,-14.847,-12.503,63.687,-92.210,-41.807,-65.250,56.654,-59.780,-144.567,-51.184,94.945,-10.159,-55.482,-11.331,50.012,31.258,-35.165,-36.337,94.945
'[03:01:42.703 07/11/2076]',-76.972,14.457,-44.542,57.827,-16.020,-14.066,66.422,-85.568,-35.556,-48.449,33.993,-51.575,-89.866,-115.263,113.700,-9.768,-59.389,-5.470,45.324,19.145,-8.987,-51.575,113.700
'[03:01:42.707 07/11/2076]',-69.939,13.284,-39.463,60.171,-9.768,-12.503,73.065,-85.958,-14.457,-50.403,43.761,-68.767,-128.547,-92.601,143.394,-11.331,-57.045,1.563,40.244,30.867,-10.940,-71.111,143.394
'[03:01:42.711 07/11/2076]',-62.906,11.331,-30.867,60.952,-4.298,-10.159,79.316,-85.958,4.689,-42.198,46.886,-89.475,-128.547,-3.907,75.018,-22.271,-55.873,2.344,31.648,41.807,-19.536,12.503,75.018
'[03:01:42.715 07/11/2076]',-64.860,5.861,-27.741,82.833,-5.079,-12.503,78.535,-64.860,8.987,-58.217,32.430,-72.283,-96.117,-83.614,116.435,-24.615,-61.734,0.781,28.523,38.681,-3.516,-26.569,116.435
'[03:01:42.719 07/11/2076]',-51.966,10.549,-19.536,81.270,7.424,-8.205,84.786,-63.297,15.629,-49.621,27.741,-60.562,-59.389,-87.131,108.230,-28.523,-57.045,16.410,20.317,35.556,15.238,-19.927,108.230
'[03:01:42.723 07/11/2076]',-42.198,12.503,-12.112,79.316,13.284,-7.424,91.038,-59.780,15.238,-56.654,40.244,-65.641,-22.662,-71.502,58.608,-30.476,-58.608,22.271,12.894,37.118,30.867,13.284,58.608
'[03:01:42.727 07/11/2076]',-43.370,8.596,-3.126,91.038,12.503,-10.549,96.117,-44.151,-1.172,-63.297,52.357,-61.734,64.860,-169.182,57.827,-27.741,-61.343,27.741,3.907,33.602,82.442,-22.662,57.827
'[03:01:42.730 07/11/2076]',-35.165,9.768,5.861,84.005,21.880,-8.205,100.024,-48.840,33.993,-75.018,27.741,-49.231,17.582,-66.032,11.722,-26.569,-58.217,32.039,-5.079,30.085,101.197,13.284,11.722
'[03:01:42.734 07/11/2076]',-28.913,7.033,5.861,80.098,27.741,-4.689,95.336,-53.529,31.258,-86.740,32.821,-60.562,52.747,-28.132,-73.065,-35.165,-57.827,13.675,-5.079,35.556,137.143,51.966,-73.065
'[03:01:42.738 07/11/2076]',-30.085,3.907,5.470,87.131,31.258,-2.344,86.740,-48.840,46.105,-95.336,23.053,-58.608,30.085,-51.184,-25.788,-37.900,-58.608,3.516,-4.689,34.774,146.520,8.987,-25.788
'[03:01:42.742 07/11/2076]',-17.582,4.298,3.126,75.409,42.198,1.954,81.270,-60.171,52.357,-83.614,14.066,-50.403,53.919,-108.230,15.629,-30.085,-55.873,12.503,-2.344,42.198,128.938,-24.225,15.629
'[03:01:42.746 07/11/2076]',-10.159,0.781,-1.563,65.250,46.886,1.563,74.628,-68.376,33.993,-70.330,22.271,-59.780,123.468,-144.957,-21.880,-30.476,-57.827,7.814,2.344,51.966,161.758,-42.979,-21.880
'[03:01:42.750 07/11/2076]',-10.159,0.391,-5.079,57.827,47.277,-0.391,66.032,-70.720,43.761,-72.674,5.470,-41.026,104.322,-136.752,-14.457,-16.801,-69.548,21.099,5.861,47.277,140.659,-30.476,-14.457
'[03:01:42.754 07/11/2076]',-8.205,6.642,-8.205,42.979,51.575,-1.172,60.562,-77.363,44.542,-79.316,-18.364,-24.225,74.237,-73.455,-64.860,-11.722,-77.363,22.271,8.987,42.589,147.302,-2.735,-64.860
'[03:01:42.758 07/11/2076]',-0.391,-3.516,-16.020,45.324,49.621,-5.470,52.747,-71.893,30.085,-96.117,-3.516,-31.648,104.322,-17.192,-175.433,-12.503,-78.926,0.391,16.801,56.654,160.195,54.310,-175.433
'[03:01:42.762 07/11/2076]',0.391,-9.768,-23.834,52.747,45.324,-5.861,43.761,-63.687,22.662,-114.872,-1.172,-38.291,123.077,-124.249,-121.905,-7.424,-82.051,-12.503,24.615,62.906,150.818,-8.987,-121.905
'[03:01:42.766 07/11/2076]',2.735,-3.907,-28.523,38.681,44.542,-0.781,39.853,-75.018,17.192,-102.369,-17.192,-17.582,117.998,-84.396,-152.772,-2.344,-79.316,-4.298,29.304,56.654,159.023,11.331,-152.772
'[03:01:42.770 07/11/2076]',3.126,-3.516,-35.556,40.244,38.291,1.172,35.556,-71.502,-3.907,-91.429,-25.397,-1.954,201.221,-209.035,-114.872,-1.563,-78.535,-4.298,36.337,51.184,156.288,-21.880,-114.872
'[03:01:42.773 07/11/2076]',10.159,-0.391,-34.383,26.960,38.681,7.033,37.900,-82.833,9.768,-109.011,-4.689,-19.927,158.242,-194.188,-90.647,0.781,-71.502,-6.252,35.165,62.125,137.143,-47.277,-90.647
'[03:01:42.777 07/11/2076]',18.755,4.689,-30.085,17.582,41.807,12.894,43.370,-87.912,25.397,-84.786,-7.424,-39.463,78.926,-118.779,-65.250,-0.391,-63.687,-3.907,30.867,64.469,120.342,-59.389,-65.250
'[03:01:42.781 07/11/2076]',22.271,5.079,-26.178,17.582,38.291,12.894,47.668,-81.270,22.271,-96.508,-7.814,-25.397,56.654,-107.057,-52.357,-5.079,-62.515,1.954,26.960,62.125,104.713,-48.840,-52.357
'[03:01:42.785 07/11/2076]',24.615,0.000,-22.662,21.099,32.821,10.159,52.747,-73.846,19.145,-92.601,-11.331,-25.397,58.217,-109.402,-52.357,-7.033,-56.264,6.252,23.443,58.999,113.309,-51.184,-52.357
'[03:01:42.789 07/11/2076]',23.443,-0.781,-14.847,21.490,26.960,5.861,63.687,-68.767,10.940,-68.376,-1.954,-41.026,69.158,-120.342,-36.728,-11.722,-46.496,12.503,15.629,58.217,116.825,-54.701,-36.728
'[03:01:42.793 07/11/2076]',26.569,2.344,-10.940,22.271,23.443,4.689,73.065,-61.343,-3.907,-45.714,7.033,-31.258,101.978,-140.659,-18.755,-17.192,-37.509,35.556,11.722,58.999,102.759,-43.370,-18.755
'[03:01:42.797 07/11/2076]',31.258,1.954,-7.814,27.741,20.317,6.252,76.972,-51.575,-0.391,-46.105,12.112,-39.463,134.408,-176.996,-2.735,-27.741,-30.476,32.821,8.596,62.906,94.554,-54.701,-2.735
'[03:01:42.801 07/11/2076]',37.509,0.391,-5.861,28.132,19.145,8.596,79.707,-48.449,8.987,-44.542,15.238,-56.264,73.065,-116.825,4.689,-36.728,-27.350,23.443,6.642,64.860,66.032,-39.853,4.689
'[03:01:42.805 07/11/2076]',44.933,2.344,-4.689,23.443,18.364,8.205,83.614,-44.933,-1.563,-42.979,24.615,-58.999,72.674,-62.515,-38.291,-50.403,-25.006,16.410,5.470,67.204,61.343,-4.689,-38.291
'[03:01:42.809 07/11/2076]',51.184,-5.861,-4.298,35.556,16.020,3.126,86.740,-30.085,-3.126,-56.264,33.602,-67.595,67.985,-82.442,-26.178,-53.138,-21.099,3.126,5.079,66.032,71.111,-37.900,-26.178
'[03:01:42.813 07/11/2076]',50.012,-12.112,5.079,37.118,11.331,0.391,94.945,-25.788,-17.973,-33.211,48.840,-80.879,112.527,-87.521,-51.184,-56.264,-13.284,5.470,-4.298,66.422,73.455,-5.079,-51.184
'[03:01:42.816 07/11/2076]',45.714,-5.861,10.940,41.026,8.596,-1.172,101.978,-17.192,-30.476,-26.178,64.469,-72.283,120.342,-82.833,-36.728,-65.250,-9.768,23.443,-10.159,84.005,64.469,-12.112,-36.728
'[03:01:42.820 07/11/2076]',37.509,-1.563,11.722,55.092,3.516,-2.735,107.057,-3.126,-35.165,0.391,50.403,-57.436,128.547,-116.825,10.159,-63.297,-7.814,45.324,-10.940,78.144,60.171,-30.867,10.159
'[03:01:42.824 07/11/2076]',32.039,-1.563,19.145,66.813,0.391,-2.344,113.700,5.861,-21.880,-0.391,55.092,-70.720,92.991,-142.613,73.455,-62.515,-3.907,47.277,-18.364,86.349,44.542,-75.800,73.455
'[03:01:42.828 07/11/2076]',37.118,2.344,23.053,68.767,0.391,5.079,121.514,3.907,-29.304,8.596,79.316,-86.740,79.707,-89.866,53.919,-71.111,4.689,51.184,-22.271,84.786,60.171,-62.906,53.919
'[03:01:42.832 07/11/2076]',30.476,3.516,19.927,78.144,-5.079,10.549,119.170,7.814,-38.291,6.252,73.455,-73.455,83.223,-63.297,20.317,-73.065,5.861,47.277,-19.145,81.661,88.303,-52.357,20.317
'[03:01:42.836 07/11/2076]',28.132,6.642,24.225,79.707,-8.205,23.834,118.779,4.689,-30.085,10.940,60.562,-69.158,73.065,-1.954,-16.801,-81.661,12.503,40.635,-23.443,75.018,92.991,0.391,-16.801
'[03:01:42.840 07/11/2076]',28.913,7.814,19.536,82.442,-14.457,35.165,115.653,2.735,-50.794,21.099,80.879,-75.409,126.203,-58.999,-7.814,-82.833,21.099,39.463,-18.755,84.005,108.620,-31.258,-7.814
'[03:01:42.844 07/11/2076]',30.867,16.020,21.490,71.111,-16.410,48.449,116.044,-6.252,-40.244,30.085,75.018,-69.939,87.131,-9.768,-0.781,-80.488,28.913,48.840,-20.708,87.912,110.965,-43.761,-0.781
'[03:01:42.848 07/11/2076]',32.039,20.708,19.927,67.204,-19.536,58.217,111.746,-8.987,-41.416,34.383,51.966,-44.542,110.965,-0.781,-35.556,-73.065,37.509,49.231,-19.145,80.879,125.031,-27.741,-35.556
'[03:01:42.852 07/11/2076]',32.039,31.258,17.192,66.422,-19.536,65.641,108.230,-5.079,-35.556,40.244,20.317,-7.424,97.289,1.172,-29.695,-51.575,47.668,56.264,-16.410,62.125,130.110,-35.946,-29.695
'[03:01:42.855 07/11/2076]',34.383,34.774,25.006,57.436,-17.973,75.018,108.230,-11.331,-48.449,48.059,35.946,-6.252,134.017,12.894,-75.018,-41.416,56.654,57.436,-24.225,56.264,160.586,-25.788,-75.018
'[03:01:42.859 07/11/2076]',40.635,40.244,28.523,49.621,-10.940,87.521,103.541,-18.755,-32.430,34.774,39.072,-8.596,140.269,91.819,-166.056,-32.821,64.469,46.105,-27.741,58.999,162.149,38.681,-166.056
'[03:01:42.863 07/11/2076]',44.933,36.337,25.788,56.654,-5.470,94.945,88.694,-12.112,-30.476,53.529,17.582,-5.470,173.089,-30.476,-88.694,-17.582,64.469,41.026,-25.006,60.562,140.659,-26.178,-88.694
'[03:01:42.867 07/11/2076]',58.999,38.291,25.006,34.774,11.722,101.978,79.316,-34.383,10.549,40.244,7.424,-16.801,108.620,63.297,-114.090,-14.847,62.906,32.821,-24.225,57.436,143.785,-16.801,-114.090
'[03:01:42.871 07/11/2076]',66.032,39.072,19.536,26.569,23.443,102.759,67.985,-41.416,21.099,53.138,-14.847,-8.205,124.640,65.641,-125.031,-12.503,66.032,22.271,-18.755,49.231,150.818,-19.145,-125.031
'[03:01:42.875 07/11/2076]',79.707,36.337,16.801,25.788,40.244,102.759,58.608,-41.416,51.575,50.794,-28.523,2.344,134.408,3.907,-59.389,-1.172,73.065,27.350,-16.020,49.621,107.448,-38.681,-59.389
'[03:01:42.879 07/11/2076]',92.210,31.258,11.331,26.960,54.310,98.462,50.794,-40.244,64.860,34.774,-16.410,-1.172,123.077,34.774,-74.628,0.391,74.628,14.457,-10.549,44.542,108.230,-33.602,-74.628
'[03:01:42.883 07/11/2076]',96.899,35.946,13.675,16.410,63.297,99.243,48.449,-46.496,60.562,50.012,-9.377,18.364,178.950,-7.814,-56.654,6.252,73.455,36.337,-12.894,39.853,80.879,-12.894,-56.654
'[03:01:42.887 07/11/2076]',99.243,33.602,11.331,12.503,66.032,96.117,43.370,-47.668,63.297,46.496,-22.662,33.211,166.447,4.689,-61.343,11.331,66.813,40.635,-10.549,35.556,64.078,3.907,-61.343
'[03:01:42.891 07/11/2076]',99.634,29.304,13.284,6.252,64.860,91.429,46.496,-53.138,68.376,42.589,-8.596,16.410,110.965,75.800,-77.753,12.112,62.515,39.072,-12.503,37.118,46.496,26.569,-77.753
'[03:01:42.895 07/11/2076]',105.885,29.304,14.066,-7.424,66.422,91.429,48.059,-63.687,48.449,60.562,17.192,-2.344,152.772,70.720,-108.620,9.768,61.343,39.072,-13.284,25.397,75.409,21.490,-108.620
'[03:01:42.898 07/11/2076]',101.978,28.913,10.549,-2.344,63.297,93.773,43.370,-59.780,47.668,60.171,6.642,19.145,119.560,3.516,-3.907,16.020,57.045,55.482,-9.768,33.602,31.648,-42.979,-3.907
'[03:01:42.902 07/11/2076]',101.978,33.211,9.768,-9.768,64.860,97.680,40.244,-66.813,70.720,42.979,-3.126,26.960,51.184,89.475,-21.490,19.927,56.264,59.389,-8.987,29.304,-3.516,9.768,-21.490
'[03:01:42.906 07/11/2076]',99.243,30.867,9.768,-6.642,61.343,98.462,41.807,-67.204,51.966,69.548,23.053,13.284,83.223,44.933,1.563,28.913,60.562,66.813,-8.987,31.648,-7.424,-12.503,1.563
'[03:01:42.910 07/11/2076]',94.945,31.258,17.973,-8.987,58.999,100.415,49.231,-72.283,51.184,67.985,37.900,5.470,60.562,47.277,23.053,32.430,63.297,73.455,-17.192,34.774,-37.509,2.735,23.053
'[03:01:42.914 07/11/2076]',84.005,25.788,23.834,2.735,52.357,94.945,53.529,-63.297,63.687,85.177,1.954,17.192,-17.973,156.679,-11.331,42.589,64.860,69.939,-23.053,22.271,-54.310,68.376,-11.331
'[03:01:42.918 07/11/2076]',77.363,25.006,33.211,4.689,47.668,90.256,64.078,-60.562,43.370,110.965,18.364,8.596,8.205,117.216,5.470,50.794,72.283,73.065,-32.430,15.238,-55.092,57.827,5.470
'[03:01:42.922 07/11/2076]',76.972,30.476,41.807,4.689,50.012,98.462,69.939,-62.906,34.383,125.421,36.337,-0.781,11.331,26.960,107.839,50.012,77.753,75.018,-41.026,13.675,-73.065,-17.582,107.839
'[03:01:42.926 07/11/2076]',79.707,33.602,42.979,10.940,55.092,105.495,68.767,-60.171,43.370,124.640,36.728,-5.470,-15.238,33.602,130.891,50.794,83.223,60.171,-42.198,16.801,-92.601,-31.258,130.891
'[03:01:42.930 07/11/2076]',79.316,35.165,49.231,10.940,58.608,109.792,70.330,-61.734,36.728,128.547,60.952,-24.225,53.529,3.907,101.587,42.979,90.256,49.231,-48.449,17.973,-87.521,-4.689,101.587
'[03:01:42.934 07/11/2076]',73.846,36.728,54.701,12.503,59.780,110.574,69.939,-60.171,35.556,113.700,73.065,-31.648,21.880,45.714,88.694,34.383,87.131,41.026,-53.919,13.284,-81.661,8.596,88.694
'[03:01:42.938 07/11/2076]',64.469,39.463,56.264,16.410,60.562,104.713,67.985,-54.310,47.277,111.355,53.138,-27.350,-18.364,114.090,60.562,28.913,85.958,27.741,-55.482,3.516,-82.833,50.012,60.562
'[03:01:42.941 07/11/2076]',60.952,32.430,58.608,25.006,60.171,93.382,69.158,-44.151,40.244,105.104,64.078,-37.509,2.735,128.938,11.331,28.913,88.694,15.238,-57.827,9.768,-73.455,74.628,11.331
'[03:01:42.945 07/11/2076]',60.562,29.304,63.687,25.397,61.343,91.038,71.502,-43.761,26.569,127.766,77.753,-44.542,22.662,63.687,73.455,28.132,92.601,24.615,-62.906,12.894,-66.422,17.973,73.455
'[03:01:42.949 07/11/2076]',53.138,27.741,59.389,32.821,59.780,84.005,66.813,-36.337,46.105,96.117,58.999,-21.880,-42.589,72.674,117.607,33.211,83.614,16.020,-58.608,3.126,-57.436,-18.755,117.607
'[03:01:42.953 07/11/2076]',52.747,30.867,58.999,23.053,64.469,81.270,67.204,-44.151,50.012,95.336,44.542,0.781,-11.331,42.979,126.593,33.211,79.316,33.602,-58.217,-6.642,-46.886,-14.066,126.593
'[03:01:42.957 07/11/2076]',57.045,32.430,66.422,12.503,69.548,78.535,71.502,-48.840,66.422,98.071,41.026,-10.940,0.781,82.442,80.488,31.258,78.926,25.006,-65.641,-1.563,-37.509,16.020,80.488
'[03:01:42.961 07/11/2076]',53.529,30.085,61.343,10.940,67.204,68.767,67.595,-45.324,64.860,64.078,48.840,-14.066,39.463,16.801,76.581,30.476,66.032,17.973,-60.562,0.391,-21.490,-10.940,76.581
'[03:01:42.965 07/11/2076]',53.529,32.430,58.999,0.000,71.502,60.952,63.687,-49.231,88.303,57.436,2.344,4.298,41.807,56.264,16.801,37.118,52.747,10.159,-58.217,-2.735,-24.615,35.556,16.801
'[03:01:42.969 07/11/2076]',49.231,26.960,51.966,-4.298,64.860,46.105,60.952,-48.059,62.515,55.092,-6.642,20.317,142.613,24.615,-72.283,35.556,40.635,4.298,-51.184,0.000,2.735,77.363,-72.283
'[03:01:42.973 07/11/2076]',35.556,16.410,44.542,0.391,54.310,26.960,60.562,-43.761,73.065,9.768,-2.344,21.099,50.794,11.722,-1.172,41.416,20.317,7.033,-43.761,-1.172,16.801,-7.033,-1.172
'[03:01:42.977 07/11/2076]',36.728,15.629,43.370,-14.066,53.529,16.410,68.767,-56.264,86.740,2.735,-4.298,25.006,3.907,103.541,-43.370,46.105,11.331,26.178,-42.589,-2.344,26.960,22.662,-43.370
'[03:01:42.980 07/11/2076]',29.304,7.424,36.728,-14.847,43.761,1.954,71.502,-57.827,70.720,-3.126,-12.112,46.886,37.900,60.171,-37.509,42.589,1.172,44.151,-35.946,-6.642,50.012,7.033,-37.509
'[03:01:42.984 07/11/2076]',23.443,5.861,34.774,-18.364,37.118,1.172,73.065,-63.687,71.502,0.391,-10.940,45.324,27.741,53.138,-17.192,43.370,-3.907,59.389,-33.993,-5.079,45.324,-6.252,-17.192
'[03:01:42.988 07/11/2076]',22.662,5.470,26.569,-21.490,33.993,0.781,71.111,-71.893,71.111,-16.020,-8.596,38.681,35.556,79.316,-68.767,38.291,-12.112,51.184,-25.788,-0.781,38.681,33.602,-68.767
'[03:01:42.992 07/11/2076]',20.708,-1.172,18.364,-14.457,26.178,-0.781,68.376,-69.548,51.966,-17.973,-7.814,35.946,69.158,50.403,-89.475,30.867,-12.112,31.648,-17.582,5.470,25.006,47.277,-89.475
'[03:01:42.996 07/11/2076]',18.755,-7.814,16.410,-6.642,17.973,1.563,70.720,-68.767,35.556,-4.689,13.284,24.615,68.376,21.880,-51.575,30.867,-6.252,30.867,-15.629,15.629,9.768,17.582,-51.575
'[03:01:43.000 07/11/2076]',14.847,-6.252,17.582,-10.159,12.894,5.470,75.409,-78.144,52.747,-9.377,11.722,19.145,0.000,59.389,-16.410,31.648,-3.126,40.244,-16.801,14.066,-3.516,1.563,-16.410
'[03:01:43.004 07/11/2076]',11.331,-7.424,16.020,-10.549,4.298,7.424,81.270,-83.614,40.635,7.814,-1.172,21.099,-4.689,63.297,-17.973,29.695,5.861,37.509,-15.238,8.987,-12.503,17.973,-17.973
'[03:01:43.008 07/11/2076]',10.549,-11.722,24.225,-4.689,-4.298,14.066,92.601,-82.833,14.066,32.821,35.556,8.987,69.548,-11.722,10.549,24.225,23.834,43.761,-23.443,15.238,-0.781,-8.205,10.549
'[03:01:43.012 07/11/2076]',9.768,-13.284,29.695,2.344,-10.940,21.880,101.978,-82.833,17.192,30.867,53.138,-14.847,34.383,15.629,19.536,16.801,34.383,48.449,-28.913,22.662,-13.284,-0.781,19.536
'[03:01:43.016 07/11/2076]',5.470,-10.159,32.821,6.252,-17.582,26.569,108.230,-81.270,5.079,39.463,44.151,-5.861,32.039,38.291,-0.781,14.457,38.291,45.324,-32.039,12.112,-21.099,36.337,-0.781
'[03:01:43.020 07/11/2076]',1.954,-7.424,35.165,16.020,-21.880,30.867,113.309,-74.628,-10.549,61.734,40.635,5.470,59.780,18.755,9.768,8.205,43.370,56.654,-34.383,5.861,-18.364,38.681,9.768
'[03:01:43.023 07/11/2076]',9.377,-1.954,41.807,14.847,-16.020,41.807,120.733,-80.488,17.192,57.436,60.562,-15.238,-37.509,71.502,69.158,16.801,52.357,66.813,-41.026,13.284,-51.966,8.205,69.158
'[03:01:43.027 07/11/2076]',14.066,1.563,45.324,13.284,-12.112,46.496,126.593,-84.786,7.033,89.866,71.502,-35.556,-30.085,73.846,69.548,19.145,59.780,69.939,-44.542,14.457,-75.018,24.615,69.548
'[03:01:43.031 07/11/2076]',14.847,1.172,46.105,25.006,-8.205,47.277,126.984,-75.800,1.172,93.773,67.595,-23.834,-33.602,59.389,94.164,18.364,65.250,65.641,-45.324,6.252,-58.217,-3.907,94.164
'[03:01:43.035 07/11/2076]',20.708,6.642,53.919,24.225,0.781,51.966,132.454,-78.144,0.781,91.038,89.084,-21.880,-29.695,94.945,80.488,14.066,74.628,80.488,-53.138,3.516,-63.687,30.867,80.488
'[03:01:43.039 07/11/2076]',19.536,8.987,54.701,28.913,4.689,49.621,137.924,-77.753,-8.205,123.858,96.899,-35.165,-21.099,91.819,87.131,19.536,85.177,78.535,-53.919,-4.298,-62.906,38.681,87.131
'[03:01:43.043 07/11/2076]',21.490,12.112,56.264,33.211,12.503,49.231,141.441,-77.753,-9.768,132.845,98.462,-27.350,0.391,76.972,102.369,12.503,91.038,82.442,-55.482,-17.192,-35.556,24.225,102.369
'[03:01:43.047 07/11/2076]',36.728,19.145,54.701,29.695,30.085,58.999,141.441,-88.694,12.112,121.514,112.137,-36.728,19.536,116.435,71.111,1.172,97.289,91.819,-53.919,-13.284,-64.469,89.475,71.111
'[03:01:43.051 07/11/2076]',42.589,20.317,47.277,35.946,37.509,63.297,135.580,-87.912,17.973,147.692,104.713,-47.668,1.172,85.958,131.673,3.907,97.289,89.866,-46.496,-15.629,-81.661,48.840,131.673
'[03:01:43.055 07/11/2076]',51.184,26.178,41.026,28.913,50.012,65.641,132.845,-98.852,29.695,132.845,106.667,-47.277,-0.391,113.700,115.653,-4.689,94.164,92.601,-40.244,-19.536,-73.065,57.827,115.653
'[03:01:43.059 07/11/2076]',60.171,25.788,37.509,32.039,59.780,67.204,129.328,-98.462,36.337,119.170,116.435,-51.575,-24.615,133.236,123.077,-9.768,95.336,104.713,-36.728,-15.238,-76.972,55.482,123.077
'[03:01:43.063 07/11/2076]',61.734,25.006,30.867,39.072,62.906,65.250,126.984,-96.899,37.509,125.031,126.593,-63.687,-22.662,123.468,138.315,-12.112,96.508,107.057,-30.085,-15.238,-73.846,43.761,138.315
'[03:01:43.066 07/11/2076]',61.734,28.132,27.350,31.258,68.376,63.687,126.984,-108.230,33.211,120.733,127.375,-59.389,-1.954,119.951,125.421,-20.317,96.899,99.243,-26.569,-23.053,-32.430,34.774,125.421
'[03:01:43.070 07/11/2076]',62.906,32.430,19.927,29.695,73.065,60.562,125.421,-112.137,56.264,110.965,107.839,-56.264,-14.066,204.737,60.171,-30.867,96.899,94.164,-19.145,-28.132,-46.886,126.984,60.171
'[03:01:43.074 07/11/2076]',67.204,27.741,10.940,35.165,68.376,56.264,125.031,-106.276,33.211,108.620,128.547,-73.065,70.720,142.613,22.271,-37.509,100.806,101.978,-10.159,-17.192,-46.886,138.706,22.271
'[03:01:43.078 07/11/2076]',67.595,25.397,9.377,40.244,64.860,54.701,125.031,-99.634,25.006,103.932,144.176,-78.144,65.250,67.985,100.024,-36.337,103.541,107.448,-8.596,-12.894,-54.310,66.422,100.024
'[03:01:43.082 07/11/2076]',65.250,31.648,8.205,28.523,64.078,56.654,121.514,-105.495,40.244,80.488,126.203,-60.171,9.768,174.652,35.165,-31.648,94.945,98.852,-7.424,-16.020,-58.608,126.984,35.165
'[03:01:43.086 07/11/2076]',58.217,32.039,1.563,37.900,55.873,57.045,116.044,-96.899,17.973,103.932,109.011,-40.635,31.648,94.164,87.521,-21.490,91.429,96.899,-0.781,-22.662,-53.919,71.111,87.521
'[03:01:43.090 07/11/2076]',53.138,34.774,5.861,29.695,51.575,60.952,117.607,-104.713,21.099,89.475,128.156,-50.012,-32.039,141.050,97.680,-16.801,88.303,99.634,-5.079,-19.145,-48.449,51.966,97.680
'[03:01:43.094 07/11/2076]',53.529,33.993,7.033,19.927,48.449,60.562,118.779,-110.965,11.331,87.912,136.752,-57.045,-30.476,201.612,24.615,-14.847,84.396,95.726,-6.252,-16.020,-35.165,95.726,24.615
'[03:01:43.098 07/11/2076]',49.621,34.383,3.126,21.490,38.681,57.045,115.653,-100.415,-0.391,90.256,116.435,-41.026,-3.126,196.142,-12.894,-12.503,82.442,92.210,-2.344,-21.490,-34.383,123.077,-12.894
'[03:01:43.102 07/11/2076]',38.681,33.602,1.172,32.039,20.708,49.231,114.090,-75.800,-23.834,86.349,113.309,-12.112,-26.960,142.613,54.701,-6.252,82.833,94.945,-0.391,-29.695,-36.337,58.608,54.701
'[03:01:43.105 07/11/2076]',39.463,41.416,10.940,20.317,20.317,50.403,119.560,-75.800,-11.722,96.117,113.309,-21.099,-24.225,112.527,91.429,-1.954,85.177,96.508,-10.159,-33.211,-39.463,33.993,91.429
'[03:01:43.109 07/11/2076]',38.681,48.840,16.020,14.066,17.582,52.747,119.560,-69.939,-10.549,93.382,117.607,-26.569,-18.755,146.911,53.138,-7.033,84.396,95.726,-15.238,-31.648,-58.999,80.488,53.138
'[03:01:43.113 07/11/2076]',37.900,47.277,13.284,23.053,14.847,50.012,113.309,-54.310,-7.814,93.773,112.918,-32.430,-54.310,121.123,106.667,-7.424,79.707,93.773,-12.503,-23.443,-91.819,41.807,106.667
'[03:01:43.117 07/11/2076]',41.807,50.794,17.582,12.894,21.099,49.231,113.700,-58.217,-8.987,79.316,129.719,-46.105,-35.556,123.858,85.177,-17.582,75.018,92.210,-16.801,-17.582,-92.991,57.436,85.177
'[03:01:43.121 07/11/2076]',39.463,49.621,14.457,14.066,22.662,41.416,108.620,-51.575,-6.642,70.330,117.998,-41.026,-37.900,141.441,62.515,-23.443,66.813,87.131,-13.675,-18.364,-101.197,87.521,62.515
'[03:01:43.125 07/11/2076]',41.807,45.324,12.894,23.834,24.615,33.211,104.322,-36.337,-10.159,80.098,115.653,-42.589,-28.913,118.779,86.740,-33.602,67.595,92.210,-12.112,-13.675,-103.150,66.032,86.740
'[03:01:43.129 07/11/2076]',42.589,37.118,13.284,28.132,26.960,23.053,101.197,-28.523,-25.397,73.846,139.487,-49.621,16.020,76.581,80.879,-34.774,63.687,95.726,-12.503,-9.377,-104.322,69.939,80.879
'[03:01:43.133 07/11/2076]',36.337,34.383,14.457,27.741,31.648,13.675,95.336,-24.615,-18.364,80.879,119.951,-45.714,39.072,60.171,75.800,-37.900,53.138,85.177,-13.675,-17.582,-98.071,82.442,75.800
'[03:01:43.137 07/11/2076]',33.211,32.039,11.722,28.523,41.026,1.954,88.694,-23.443,14.847,70.330,90.647,-38.291,-78.535,187.937,69.939,-41.026,39.072,76.581,-10.940,-23.443,-124.249,123.858,69.939
'[03:01:43.141 07/11/2076]',30.867,19.927,5.079,39.463,45.324,-12.894,84.396,-17.192,24.225,37.900,98.071,-53.919,-37.118,125.812,54.701,-36.337,25.788,76.581,-4.298,-11.331,-125.421,114.872,54.701
'[03:01:43.145 07/11/2076]',31.258,14.066,3.907,39.853,56.264,-21.099,82.442,-24.615,53.919,44.542,87.521,-62.125,-101.978,89.866,163.321,-25.788,16.410,76.581,-3.126,-9.768,-132.454,28.523,163.321
'[03:01:43.148 07/11/2076]',33.602,14.847,-0.781,37.509,71.502,-22.271,75.409,-35.165,76.581,49.621,54.310,-44.933,-110.183,76.581,192.234,-21.099,6.252,71.893,1.563,-17.192,-135.189,21.490,192.234
